O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
27-2011.00,Actors,1.C.3.b,Concern for Others,IM,Importance,4.16,17,0.18,3.78,4.54,N,07/2017,Incumbent
27-2011.00,Actors,1.C.3.c,Social Orientation,IM,Importance,4.79,17,0.14,4.49,5,N,07/2017,Incumbent
27-2011.00,Actors,1.C.4.a,Self-Control,IM,Importance,4.53,17,0.22,4.07,5,N,07/2017,Incumbent
27-2011.00,Actors,1.C.4.b,Stress Tolerance,IM,Importance,4.63,17,0.16,4.3,4.96,N,07/2017,Incumbent
27-2011.00,Actors,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.78,17,0.09,4.59,4.96,N,07/2017,Incumbent
27-2011.00,Actors,1.C.5.a,Dependability,IM,Importance,4.78,16,0.12,4.53,5,N,07/2017,Incumbent
27-2011.00,Actors,1.C.5.b,Attention to Detail,IM,Importance,4.05,17,0.23,3.56,4.55,N,07/2017,Incumbent
27-2011.00,Actors,1.C.5.c,Integrity,IM,Importance,3.93,17,0.33,3.22,4.64,N,07/2017,Incumbent
27-2011.00,Actors,1.C.6,Independence,IM,Importance,3.9,17,0.24,3.39,4.42,N,07/2017,Incumbent
27-2011.00,Actors,1.C.7.a,Innovation,IM,Importance,4.06,17,0.18,3.69,4.44,N,07/2017,Incumbent
27-2011.00,Actors,1.C.7.b,Analytical Thinking,IM,Importance,3.25,17,0.17,2.89,3.61,N,07/2017,Incumbent
27-2012.00,Producers and Directors,1.C.1.a,Achievement/Effort,IM,Importance,3.86,36,0.32,3.22,4.5,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.1.b,Persistence,IM,Importance,4.21,36,0.23,3.74,4.69,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.1.c,Initiative,IM,Importance,4.18,36,0.26,3.66,4.7,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.2.b,Leadership,IM,Importance,4.32,36,0.22,3.88,4.77,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.3.a,Cooperation,IM,Importance,4.56,36,0.13,4.29,4.83,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.3.b,Concern for Others,IM,Importance,3.89,36,0.12,3.65,4.12,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.3.c,Social Orientation,IM,Importance,4.05,36,0.17,3.69,4.4,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.4.a,Self-Control,IM,Importance,4.12,35,0.27,3.57,4.66,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.4.b,Stress Tolerance,IM,Importance,4.38,36,0.21,3.96,4.81,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.32,36,0.2,3.93,4.72,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.5.a,Dependability,IM,Importance,4.77,36,0.1,4.56,4.98,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.5.b,Attention to Detail,IM,Importance,4.77,36,0.11,4.55,4.98,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.5.c,Integrity,IM,Importance,4.49,35,0.23,4.03,4.95,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.6,Independence,IM,Importance,4.12,35,0.19,3.73,4.5,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.7.a,Innovation,IM,Importance,3.95,34,0.22,3.51,4.39,N,08/2022,Incumbent
27-2012.00,Producers and Directors,1.C.7.b,Analytical Thinking,IM,Importance,3.97,35,0.26,3.45,4.49,N,08/2022,Incumbent
27-2012.03,Media Programming Directors,1.C.1.a,Achievement/Effort,IM,Importance,4.13,19,0.11,3.89,4.36,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.1.b,Persistence,IM,Importance,3.85,19,0.23,3.37,4.32,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.1.c,Initiative,IM,Importance,4.07,19,0.14,3.78,4.36,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.2.b,Leadership,IM,Importance,4.18,19,0.2,3.76,4.6,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.3.a,Cooperation,IM,Importance,4.42,19,0.24,3.92,4.92,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.3.b,Concern for Others,IM,Importance,4.06,19,0.28,3.46,4.66,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.3.c,Social Orientation,IM,Importance,3.54,19,0.32,2.86,4.23,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.4.a,Self-Control,IM,Importance,4.08,19,0.19,3.67,4.49,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.4.b,Stress Tolerance,IM,Importance,3.83,19,0.19,3.43,4.22,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.15,19,0.2,3.74,4.57,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.5.a,Dependability,IM,Importance,4.58,19,0.12,4.33,4.83,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.5.b,Attention to Detail,IM,Importance,4.59,19,0.12,4.34,4.84,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.5.c,Integrity,IM,Importance,4.44,19,0.15,4.12,4.77,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.6,Independence,IM,Importance,4.02,19,0.21,3.58,4.47,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.7.a,Innovation,IM,Importance,3.94,19,0.23,3.46,4.42,N,08/2023,Incumbent
27-2012.03,Media Programming Directors,1.C.7.b,Analytical Thinking,IM,Importance,4.1,18,0.27,3.53,4.68,N,08/2023,Incumbent
27-2012.04,Talent Directors,1.C.1.a,Achievement/Effort,IM,Importance,3.87,27,0.26,3.34,4.41,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.1.b,Persistence,IM,Importance,4.38,27,0.22,3.93,4.84,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.1.c,Initiative,IM,Importance,4.21,27,0.18,3.83,4.58,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.2.b,Leadership,IM,Importance,3.84,27,0.28,3.26,4.42,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.3.a,Cooperation,IM,Importance,4.66,27,0.15,4.37,4.96,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.3.b,Concern for Others,IM,Importance,4.27,27,0.25,3.76,4.79,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.3.c,Social Orientation,IM,Importance,4.09,27,0.23,3.62,4.56,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.4.a,Self-Control,IM,Importance,4.24,27,0.23,3.76,4.73,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.4.b,Stress Tolerance,IM,Importance,4.09,27,0.22,3.63,4.55,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.24,27,0.24,3.73,4.74,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.5.a,Dependability,IM,Importance,4.74,27,0.12,4.49,4.99,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.5.b,Attention to Detail,IM,Importance,4.58,27,0.15,4.26,4.89,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.5.c,Integrity,IM,Importance,4.3,27,0.23,3.83,4.77,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.6,Independence,IM,Importance,4.08,27,0.31,3.44,4.72,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.7.a,Innovation,IM,Importance,3.25,27,0.33,2.58,3.93,N,08/2019,Incumbent
27-2012.04,Talent Directors,1.C.7.b,Analytical Thinking,IM,Importance,3.28,27,0.32,2.61,3.94,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.1.a,Achievement/Effort,IM,Importance,4.03,17,0.3,3.4,4.66,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.1.b,Persistence,IM,Importance,3.67,17,0.39,2.84,4.51,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.1.c,Initiative,IM,Importance,4.36,17,0.13,4.08,4.63,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.2.b,Leadership,IM,Importance,4.33,17,0.42,3.43,5,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.3.a,Cooperation,IM,Importance,4.94,17,0.04,4.86,5,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.3.b,Concern for Others,IM,Importance,3.55,17,0.26,3,4.1,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.3.c,Social Orientation,IM,Importance,3.3,17,0.14,3.02,3.59,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.4.a,Self-Control,IM,Importance,4.32,17,0.21,3.87,4.77,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.49,17,0.17,4.13,4.84,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.52,17,0.15,4.2,4.85,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.5.a,Dependability,IM,Importance,4.39,17,0.22,3.92,4.86,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.5.b,Attention to Detail,IM,Importance,4.55,17,0.15,4.23,4.88,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.5.c,Integrity,IM,Importance,3.27,17,0.15,2.96,3.57,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.6,Independence,IM,Importance,3.23,17,0.13,2.95,3.5,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.7.a,Innovation,IM,Importance,3.3,17,0.34,2.58,4.03,N,08/2019,Incumbent
27-2012.05,Media Technical Directors/Managers,1.C.7.b,Analytical Thinking,IM,Importance,3.03,17,0.22,2.56,3.5,N,08/2019,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.1.a,Achievement/Effort,IM,Importance,4.39,24,0.16,4.06,4.72,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.1.b,Persistence,IM,Importance,4.26,23,0.19,3.87,4.64,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.1.c,Initiative,IM,Importance,4.24,24,0.15,3.94,4.55,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.2.b,Leadership,IM,Importance,4.17,24,0.3,3.54,4.79,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.3.a,Cooperation,IM,Importance,4.17,24,0.28,3.6,4.74,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.3.b,Concern for Others,IM,Importance,3.76,24,0.3,3.14,4.38,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.3.c,Social Orientation,IM,Importance,3.95,24,0.26,3.41,4.5,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.4.a,Self-Control,IM,Importance,4.41,24,0.19,4.01,4.81,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.4.b,Stress Tolerance,IM,Importance,4.59,24,0.17,4.23,4.95,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.05,24,0.25,3.54,4.57,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.5.a,Dependability,IM,Importance,4.21,24,0.2,3.8,4.62,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.5.b,Attention to Detail,IM,Importance,4.63,24,0.08,4.46,4.81,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.5.c,Integrity,IM,Importance,4.22,24,0.17,3.87,4.57,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.6,Independence,IM,Importance,3.5,24,0.32,2.83,4.17,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.7.a,Innovation,IM,Importance,3.09,24,0.31,2.46,3.73,N,07/2016,Incumbent
27-2021.00,Athletes and Sports Competitors,1.C.7.b,Analytical Thinking,IM,Importance,3.27,24,0.38,2.48,4.06,N,07/2016,Incumbent
27-2022.00,Coaches and Scouts,1.C.1.a,Achievement/Effort,IM,Importance,4.01,33,0.32,3.35,4.67,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.1.b,Persistence,IM,Importance,4.15,33,0.32,3.5,4.79,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.1.c,Initiative,IM,Importance,4.14,33,0.25,3.63,4.64,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.2.b,Leadership,IM,Importance,4.51,33,0.19,4.13,4.89,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.3.a,Cooperation,IM,Importance,4.35,32,0.18,3.97,4.73,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.3.b,Concern for Others,IM,Importance,4.32,32,0.2,3.91,4.72,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.3.c,Social Orientation,IM,Importance,4.01,33,0.29,3.42,4.59,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.4.a,Self-Control,IM,Importance,4.34,33,0.18,3.99,4.7,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.4.b,Stress Tolerance,IM,Importance,4.18,32,0.21,3.75,4.62,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.29,33,0.26,3.76,4.81,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.5.a,Dependability,IM,Importance,4.54,33,0.15,4.24,4.83,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.5.b,Attention to Detail,IM,Importance,4.18,33,0.13,3.92,4.44,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.5.c,Integrity,IM,Importance,4.4,33,0.24,3.92,4.89,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.6,Independence,IM,Importance,3.8,33,0.28,3.24,4.37,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.7.a,Innovation,IM,Importance,3.42,33,0.31,2.8,4.05,N,08/2019,Incumbent
27-2022.00,Coaches and Scouts,1.C.7.b,Analytical Thinking,IM,Importance,3.81,33,0.28,3.24,4.37,N,08/2019,Incumbent
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.1.a,Achievement/Effort,IM,Importance,3.95,20,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.1.b,Persistence,IM,Importance,4.19,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.1.c,Initiative,IM,Importance,3.95,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.2.b,Leadership,IM,Importance,3.9,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.3.a,Cooperation,IM,Importance,4.29,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.3.b,Concern for Others,IM,Importance,3.48,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.3.c,Social Orientation,IM,Importance,4.05,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.4.a,Self-Control,IM,Importance,4.76,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.4.b,Stress Tolerance,IM,Importance,4.48,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.4.c,Adaptability/Flexibility,IM,Importance,4.24,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.5.a,Dependability,IM,Importance,5,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.5.b,Attention to Detail,IM,Importance,4.48,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.5.c,Integrity,IM,Importance,4.76,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.6,Independence,IM,Importance,3.48,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.7.a,Innovation,IM,Importance,2.43,21,,,,,08/2021,Occupational Expert
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.C.7.b,Analytical Thinking,IM,Importance,3.57,21,,,,,08/2021,Occupational Expert
27-2031.00,Dancers,1.C.1.a,Achievement/Effort,IM,Importance,4.57,17,0.27,4,5,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.1.b,Persistence,IM,Importance,4.56,17,0.36,3.79,5,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.1.c,Initiative,IM,Importance,4.36,17,0.37,3.57,5,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.2.b,Leadership,IM,Importance,3.2,17,0.32,2.52,3.89,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.3.a,Cooperation,IM,Importance,4.41,17,0.33,3.71,5,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.3.b,Concern for Others,IM,Importance,3.79,17,0.29,3.18,4.41,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.3.c,Social Orientation,IM,Importance,3.95,17,0.27,3.38,4.53,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.4.a,Self-Control,IM,Importance,4.04,17,0.37,3.26,4.81,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.4.b,Stress Tolerance,IM,Importance,4.27,17,0.4,3.43,5,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.31,17,0.42,3.42,5,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.5.a,Dependability,IM,Importance,4.26,17,0.35,3.51,5,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.5.b,Attention to Detail,IM,Importance,4.37,17,0.35,3.62,5,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.5.c,Integrity,IM,Importance,3.41,17,0.41,2.54,4.29,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.6,Independence,IM,Importance,3.84,16,0.25,3.31,4.37,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.7.a,Innovation,IM,Importance,3.9,17,0.42,3.01,4.8,N,08/2019,Incumbent
27-2031.00,Dancers,1.C.7.b,Analytical Thinking,IM,Importance,3.34,17,0.36,2.58,4.11,N,08/2019,Incumbent
27-2032.00,Choreographers,1.C.1.a,Achievement/Effort,IM,Importance,4.71,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.1.b,Persistence,IM,Importance,4.86,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.1.c,Initiative,IM,Importance,4.76,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.2.b,Leadership,IM,Importance,4.62,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.3.a,Cooperation,IM,Importance,4.33,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.3.b,Concern for Others,IM,Importance,4,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.3.c,Social Orientation,IM,Importance,3.95,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.4.a,Self-Control,IM,Importance,4.24,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.4.b,Stress Tolerance,IM,Importance,4.57,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.67,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.5.a,Dependability,IM,Importance,4.71,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.5.b,Attention to Detail,IM,Importance,4.57,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.5.c,Integrity,IM,Importance,4.29,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.6,Independence,IM,Importance,4.38,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.7.a,Innovation,IM,Importance,4.71,21,,,,,08/2018,Occupational Expert
27-2032.00,Choreographers,1.C.7.b,Analytical Thinking,IM,Importance,4,21,,,,,08/2018,Occupational Expert
27-2041.00,Music Directors and Composers,1.C.1.a,Achievement/Effort,IM,Importance,4.29,52,0.17,3.94,4.63,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.1.b,Persistence,IM,Importance,4.34,52,0.15,4.03,4.64,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.1.c,Initiative,IM,Importance,4.39,52,0.13,4.12,4.65,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.2.b,Leadership,IM,Importance,4.29,52,0.15,3.99,4.59,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.3.a,Cooperation,IM,Importance,4.34,51,0.2,3.94,4.75,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.3.b,Concern for Others,IM,Importance,4.16,51,0.19,3.77,4.55,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.3.c,Social Orientation,IM,Importance,3.71,51,0.15,3.41,4.01,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.4.a,Self-Control,IM,Importance,4.02,51,0.16,3.69,4.35,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.4.b,Stress Tolerance,IM,Importance,4.09,51,0.19,3.71,4.46,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.02,51,0.17,3.68,4.35,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.5.a,Dependability,IM,Importance,4.7,51,0.12,4.46,4.94,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.5.b,Attention to Detail,IM,Importance,4.52,51,0.15,4.23,4.82,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.5.c,Integrity,IM,Importance,4.7,52,0.1,4.51,4.89,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.6,Independence,IM,Importance,4.35,52,0.16,4.04,4.66,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.7.a,Innovation,IM,Importance,4.28,52,0.14,4,4.57,N,08/2022,Incumbent
27-2041.00,Music Directors and Composers,1.C.7.b,Analytical Thinking,IM,Importance,3.88,52,0.21,3.46,4.31,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.1.a,Achievement/Effort,IM,Importance,4.26,55,0.16,3.94,4.59,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.1.b,Persistence,IM,Importance,4.24,55,0.16,3.91,4.57,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.1.c,Initiative,IM,Importance,3.78,55,0.3,3.18,4.38,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.2.b,Leadership,IM,Importance,3.39,55,0.39,2.61,4.18,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.3.a,Cooperation,IM,Importance,4.27,55,0.17,3.92,4.61,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.3.b,Concern for Others,IM,Importance,3.66,55,0.19,3.27,4.04,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.3.c,Social Orientation,IM,Importance,3.67,55,0.2,3.27,4.07,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.4.a,Self-Control,IM,Importance,4.09,55,0.26,3.58,4.6,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.4.b,Stress Tolerance,IM,Importance,4.16,55,0.24,3.68,4.63,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.95,55,0.29,3.36,4.54,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.5.a,Dependability,IM,Importance,4.64,55,0.07,4.49,4.79,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.5.b,Attention to Detail,IM,Importance,4.48,55,0.17,4.14,4.81,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.5.c,Integrity,IM,Importance,3.43,54,0.27,2.9,3.97,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.6,Independence,IM,Importance,3.59,55,0.35,2.9,4.29,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.7.a,Innovation,IM,Importance,3.19,55,0.29,2.62,3.77,N,08/2022,Incumbent
27-2042.00,Musicians and Singers,1.C.7.b,Analytical Thinking,IM,Importance,3.29,55,0.23,2.84,3.74,N,08/2022,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.1.a,Achievement/Effort,IM,Importance,4.12,29,0.17,3.77,4.47,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.1.b,Persistence,IM,Importance,4.17,29,0.22,3.72,4.63,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.1.c,Initiative,IM,Importance,4.22,29,0.29,3.63,4.81,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.2.b,Leadership,IM,Importance,3.78,29,0.34,3.08,4.48,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.3.a,Cooperation,IM,Importance,4.11,29,0.16,3.78,4.43,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.3.b,Concern for Others,IM,Importance,3.59,29,0.2,3.17,4,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.3.c,Social Orientation,IM,Importance,3.48,29,0.24,3,3.97,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.4.a,Self-Control,IM,Importance,4.19,29,0.32,3.53,4.85,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.4.b,Stress Tolerance,IM,Importance,4.43,29,0.29,3.83,5,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.41,29,0.2,4,4.82,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.5.a,Dependability,IM,Importance,4.87,29,0.06,4.74,5,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.5.b,Attention to Detail,IM,Importance,4.43,29,0.2,4.01,4.85,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.5.c,Integrity,IM,Importance,4.48,28,0.17,4.12,4.84,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.6,Independence,IM,Importance,3.98,29,0.34,3.27,4.68,N,07/2016,Incumbent
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.C.7.a,Innovation,IM,Importance,3.73,29,0.26,3.2,4.27,N,07/2016,Incumbent
